dataset,example_id,k,query,gold_answer,full_prediction,chunk_id,chunk_text,segment_ids,gold_segment_ids,ablation_prediction,causal_label,comparison_method,comparison_score
hotpotqa,hotpot-synth-0002,4,Which field did the person who broke the Enigma code work in?,computer science,computer science,3,"[Segment 4]
Title: Context 0
The Pacific Ocean is the largest and deepest ocean on Earth.

[Segment 5]
Title: Context 2
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.

[Segment 6]
Title: Context 4
The circulatory system transports blood, nutrients, and gases throughout the body.","1000,1002,1004",,computer science,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0002,8,Which field did the person who broke the Enigma code work in?,computer science,computer science,0,"[Segment 1]
Title: Context 3
The Eiffel Tower is located in Paris, France, and was built in 1889.",1003,,computer science,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0002,8,Which field did the person who broke the Enigma code work in?,computer science,computer science,1,"[Segment 2]
Title: Context 1
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.",1001,,computer science,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0002,8,Which field did the person who broke the Enigma code work in?,computer science,computer science,2,"[Segment 3]
Title: Alan Turing - Supporting
Alan Turing was a renowned computer scientist.",0,0,computer science,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0002,8,Which field did the person who broke the Enigma code work in?,computer science,computer science,3,Historical records confirm that Alan Turing broke the Enigma code.,0,0,computer science,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0002,8,Which field did the person who broke the Enigma code work in?,computer science,computer science,4,This contribution significantly advanced the field.,0,0,computer science,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0002,8,Which field did the person who broke the Enigma code work in?,computer science,computer science,5,"[Segment 4]
Title: Context 0
The Pacific Ocean is the largest and deepest ocean on Earth.",1000,,computer science,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0002,8,Which field did the person who broke the Enigma code work in?,computer science,computer science,6,"[Segment 5]
Title: Context 2
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.",1002,,computer science,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0002,8,Which field did the person who broke the Enigma code work in?,computer science,computer science,7,"[Segment 6]
Title: Context 4
The circulatory system transports blood, nutrients, and gases throughout the body.",1004,,computer science,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0003,2,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,0,"[Segment 1]
Title: Context 6
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.

[Segment 2]
Title: Context 1
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.

[Segment 3]
Title: Context 0
The periodic table organizes chemical elements by their atomic number.

[Segment 4]
Title: Context 5
The human body contains approximately 206 bones in the adult skeleton.

[Segment 5]
Title: Context 7
The Amazon River is the largest river by discharge volume of water in the world.

[Segment 6]
Title: Context 4
The Pacific Ocean is the largest and deepest ocean on Earth.","1000,1001,1004,1005,1006,1007",,Silent Spring,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0003,2,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,1,"[Segment 7]
Title: Rachel Carson - Supporting
Rachel Carson was a renowned marine biologist.

Historical records confirm that Rachel Carson wrote Silent Spring.

This contribution significantly advanced the field.

[Segment 8]
Title: Context 3
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 9]
Title: Context 8
The International Space Station orbits Earth approximately every 90 minutes.

[Segment 10]
Title: Context 2
Photosynthesis converts carbon dioxide and water into glucose and oxygen.","0,1002,1003,1008",0,unknown,1,qa_token_f1,0.0
hotpotqa,hotpot-synth-0003,4,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,0,"[Segment 1]
Title: Context 6
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.

[Segment 2]
Title: Context 1
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.

[Segment 3]
Title: Context 0
The periodic table organizes chemical elements by their atomic number.","1000,1001,1006",,Silent Spring,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0003,4,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,1,"[Segment 4]
Title: Context 5
The human body contains approximately 206 bones in the adult skeleton.

[Segment 5]
Title: Context 7
The Amazon River is the largest river by discharge volume of water in the world.

[Segment 6]
Title: Context 4
The Pacific Ocean is the largest and deepest ocean on Earth.","1004,1005,1007",,Silent Spring,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0003,4,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,2,"[Segment 7]
Title: Rachel Carson - Supporting
Rachel Carson was a renowned marine biologist.

Historical records confirm that Rachel Carson wrote Silent Spring.

This contribution significantly advanced the field.

[Segment 8]
Title: Context 3
The speed of light in a vacuum is approximately 299,792 kilometers per second.","0,1003",0,unknown,1,qa_token_f1,0.0
hotpotqa,hotpot-synth-0003,4,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,3,"[Segment 9]
Title: Context 8
The International Space Station orbits Earth approximately every 90 minutes.

[Segment 10]
Title: Context 2
Photosynthesis converts carbon dioxide and water into glucose and oxygen.","1002,1008",,Silent Spring,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0003,8,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,0,"[Segment 1]
Title: Context 6
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.",1006,,Silent Spring,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0003,8,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,1,"[Segment 2]
Title: Context 1
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.",1001,,Silent Spring,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0003,8,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,2,"[Segment 3]
Title: Context 0
The periodic table organizes chemical elements by their atomic number.

[Segment 4]
Title: Context 5
The human body contains approximately 206 bones in the adult skeleton.","1000,1005",,Silent Spring,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0003,8,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,3,"[Segment 5]
Title: Context 7
The Amazon River is the largest river by discharge volume of water in the world.

[Segment 6]
Title: Context 4
The Pacific Ocean is the largest and deepest ocean on Earth.","1004,1007",,Silent Spring,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0003,8,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,4,"[Segment 7]
Title: Rachel Carson - Supporting
Rachel Carson was a renowned marine biologist.",0,0,Silent Spring,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0003,8,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,5,"Historical records confirm that Rachel Carson wrote Silent Spring.

This contribution significantly advanced the field.",0,0,Silent Spring,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0003,8,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,6,"[Segment 8]
Title: Context 3
The speed of light in a vacuum is approximately 299,792 kilometers per second.",1003,,Silent Spring,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0003,8,What book did the marine biologist who studied environmental pesticides write?,Silent Spring,Silent Spring,7,"[Segment 9]
Title: Context 8
The International Space Station orbits Earth approximately every 90 minutes.

[Segment 10]
Title: Context 2
Photosynthesis converts carbon dioxide and water into glucose and oxygen.","1002,1008",,Silent Spring,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0004,2,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,0,"[Segment 1]
Title: Context 6
The Sahara Desert is the largest hot desert in the world.

[Segment 2]
Title: Context 3
The International Space Station orbits Earth approximately every 90 minutes.

[Segment 3]
Title: Context 7
The human body contains approximately 206 bones in the adult skeleton.

[Segment 4]
Title: Context 8
The Great Wall of China stretches over 13,000 miles across northern China.

[Segment 5]
Title: Werner Heisenberg - Supporting
Werner Heisenberg was a renowned physicist.

Historical records confirm that Werner Heisenberg formulated the uncertainty principle.

This contribution significantly advanced the field.","0,1003,1006,1007,1008",0,unknown,1,qa_token_f1,0.0
hotpotqa,hotpot-synth-0004,2,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,1,"[Segment 6]
Title: Context 5
The Pacific Ocean is the largest and deepest ocean on Earth.

[Segment 7]
Title: Context 2
Photosynthesis converts carbon dioxide and water into glucose and oxygen.

[Segment 8]
Title: Context 9
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.

[Segment 9]
Title: Context 0
The Amazon River is the largest river by discharge volume of water in the world.

[Segment 10]
Title: Context 4
The Renaissance period lasted from the 14th to the 17th century in Europe.

[Segment 11]
Title: Context 1
Mitochondria are often called the powerhouse of the cell.","1000,1001,1002,1004,1005,1009",,Werner Heisenberg,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0004,4,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,0,"[Segment 1]
Title: Context 6
The Sahara Desert is the largest hot desert in the world.

[Segment 2]
Title: Context 3
The International Space Station orbits Earth approximately every 90 minutes.

[Segment 3]
Title: Context 7
The human body contains approximately 206 bones in the adult skeleton.

[Segment 4]
Title: Context 8
The Great Wall of China stretches over 13,000 miles across northern China.","1003,1006,1007,1008",,Werner Heisenberg,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0004,4,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,1,"[Segment 5]
Title: Werner Heisenberg - Supporting
Werner Heisenberg was a renowned physicist.

Historical records confirm that Werner Heisenberg formulated the uncertainty principle.

This contribution significantly advanced the field.

[Segment 6]
Title: Context 5
The Pacific Ocean is the largest and deepest ocean on Earth.","0,1005",0,unknown,1,qa_token_f1,0.0
hotpotqa,hotpot-synth-0004,4,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,2,"[Segment 7]
Title: Context 2
Photosynthesis converts carbon dioxide and water into glucose and oxygen.

[Segment 8]
Title: Context 9
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.

[Segment 9]
Title: Context 0
The Amazon River is the largest river by discharge volume of water in the world.","1000,1002,1009",,Werner Heisenberg,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0004,4,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,3,"[Segment 10]
Title: Context 4
The Renaissance period lasted from the 14th to the 17th century in Europe.

[Segment 11]
Title: Context 1
Mitochondria are often called the powerhouse of the cell.","1001,1004",,Werner Heisenberg,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0004,8,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,0,"[Segment 1]
Title: Context 6
The Sahara Desert is the largest hot desert in the world.",1006,,Werner Heisenberg,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0004,8,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,1,"[Segment 2]
Title: Context 3
The International Space Station orbits Earth approximately every 90 minutes.",1003,,Werner Heisenberg,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0004,8,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,2,"[Segment 3]
Title: Context 7
The human body contains approximately 206 bones in the adult skeleton.

[Segment 4]
Title: Context 8
The Great Wall of China stretches over 13,000 miles across northern China.","1007,1008",,Werner Heisenberg,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0004,8,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,3,"[Segment 5]
Title: Werner Heisenberg - Supporting
Werner Heisenberg was a renowned physicist.

Historical records confirm that Werner Heisenberg formulated the uncertainty principle.",0,0,Werner Heisenberg,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0004,8,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,4,This contribution significantly advanced the field.,0,0,Werner Heisenberg,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0004,8,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,5,"[Segment 6]
Title: Context 5
The Pacific Ocean is the largest and deepest ocean on Earth.

[Segment 7]
Title: Context 2
Photosynthesis converts carbon dioxide and water into glucose and oxygen.","1002,1005",,Werner Heisenberg,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0004,8,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,6,"[Segment 8]
Title: Context 9
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.

[Segment 9]
Title: Context 0
The Amazon River is the largest river by discharge volume of water in the world.","1000,1009",,Werner Heisenberg,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0004,8,Who formulated a principle about measurement uncertainty in quantum mechanics?,Werner Heisenberg,Werner Heisenberg,7,"[Segment 10]
Title: Context 4
The Renaissance period lasted from the 14th to the 17th century in Europe.

[Segment 11]
Title: Context 1
Mitochondria are often called the powerhouse of the cell.","1001,1004",,Werner Heisenberg,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0005,2,What did the inventor of the alternating current system develop?,alternating current system,alternating current system,0,"[Segment 1]
Title: Context 1
The human body contains approximately 206 bones in the adult skeleton.

[Segment 2]
Title: Context 2
The periodic table organizes chemical elements by their atomic number.

[Segment 3]
Title: Context 3
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 4]
Title: Nikola Tesla - Supporting
Nikola Tesla was a renowned inventor.","0,1001,1002,1003",0,alternating current system,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0005,2,What did the inventor of the alternating current system develop?,alternating current system,alternating current system,1,"Historical records confirm that Nikola Tesla developed the alternating current system.

This contribution significantly advanced the field.

[Segment 5]
Title: Context 0
The International Space Station orbits Earth approximately every 90 minutes.","0,1000",0,alternating current system,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0005,4,What did the inventor of the alternating current system develop?,alternating current system,alternating current system,0,"[Segment 1]
Title: Context 1
The human body contains approximately 206 bones in the adult skeleton.

[Segment 2]
Title: Context 2
The periodic table organizes chemical elements by their atomic number.","1001,1002",,alternating current system,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0005,4,What did the inventor of the alternating current system develop?,alternating current system,alternating current system,1,"[Segment 3]
Title: Context 3
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 4]
Title: Nikola Tesla - Supporting
Nikola Tesla was a renowned inventor.","0,1003",0,alternating current system,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0005,4,What did the inventor of the alternating current system develop?,alternating current system,alternating current system,2,Historical records confirm that Nikola Tesla developed the alternating current system.,0,0,alternating current system,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0005,4,What did the inventor of the alternating current system develop?,alternating current system,alternating current system,3,"This contribution significantly advanced the field.

[Segment 5]
Title: Context 0
The International Space Station orbits Earth approximately every 90 minutes.","0,1000",0,alternating current system,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0005,8,What did the inventor of the alternating current system develop?,alternating current system,alternating current system,0,"[Segment 1]
Title: Context 1
The human body contains approximately 206 bones in the adult skeleton.",1001,,alternating current system,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0005,8,What did the inventor of the alternating current system develop?,alternating current system,alternating current system,1,"[Segment 2]
Title: Context 2
The periodic table organizes chemical elements by their atomic number.",1002,,alternating current system,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0005,8,What did the inventor of the alternating current system develop?,alternating current system,alternating current system,2,"[Segment 3]
Title: Context 3
The speed of light in a vacuum is approximately 299,792 kilometers per second.",1003,,alternating current system,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0005,8,What did the inventor of the alternating current system develop?,alternating current system,alternating current system,3,"[Segment 4]
Title: Nikola Tesla - Supporting
Nikola Tesla was a renowned inventor.",0,0,alternating current system,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0005,8,What did the inventor of the alternating current system develop?,alternating current system,alternating current system,4,Historical records confirm that Nikola Tesla developed the alternating current system.,0,0,alternating current system,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0005,8,What did the inventor of the alternating current system develop?,alternating current system,alternating current system,5,This contribution significantly advanced the field.,0,0,alternating current system,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0005,8,What did the inventor of the alternating current system develop?,alternating current system,alternating current system,6,"[Segment 5]
Title: Context 0
The International Space Station orbits Earth approximately every 90 minutes.",1000,,alternating current system,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0006,2,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,0,"[Segment 1]
Title: Context 6
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.

[Segment 2]
Title: Context 0
Mount Everest is the tallest mountain above sea level at 8,849 meters.

[Segment 3]
Title: Context 1
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 4]
Title: Context 4
The human body contains approximately 206 bones in the adult skeleton.

[Segment 5]
Title: Jane Goodall - Supporting
Jane Goodall was a renowned primatologist.

Historical records confirm that Jane Goodall studied chimpanzee behavior.

This contribution significantly advanced the field.","0,1000,1001,1004,1006",0,unknown,1,qa_token_f1,0.0
hotpotqa,hotpot-synth-0006,2,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,1,"[Segment 6]
Title: Context 9
The Eiffel Tower is located in Paris, France, and was built in 1889.

[Segment 7]
Title: Context 8
The Pacific Ocean is the largest and deepest ocean on Earth.

[Segment 8]
Title: Context 2
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.

[Segment 9]
Title: Context 3
The Mariana Trench reaches a depth of about 36,000 feet below sea level.

[Segment 10]
Title: Context 5
The periodic table organizes chemical elements by their atomic number.

[Segment 11]
Title: Context 7
The circulatory system transports blood, nutrients, and gases throughout the body.","1002,1003,1005,1007,1008,1009",,Jane Goodall,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0006,4,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,0,"[Segment 1]
Title: Context 6
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.

[Segment 2]
Title: Context 0
Mount Everest is the tallest mountain above sea level at 8,849 meters.

[Segment 3]
Title: Context 1
The speed of light in a vacuum is approximately 299,792 kilometers per second.","1000,1001,1006",,Jane Goodall,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0006,4,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,1,"[Segment 4]
Title: Context 4
The human body contains approximately 206 bones in the adult skeleton.

[Segment 5]
Title: Jane Goodall - Supporting
Jane Goodall was a renowned primatologist.

Historical records confirm that Jane Goodall studied chimpanzee behavior.

This contribution significantly advanced the field.","0,1004",0,unknown,1,qa_token_f1,0.0
hotpotqa,hotpot-synth-0006,4,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,2,"[Segment 6]
Title: Context 9
The Eiffel Tower is located in Paris, France, and was built in 1889.

[Segment 7]
Title: Context 8
The Pacific Ocean is the largest and deepest ocean on Earth.

[Segment 8]
Title: Context 2
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.

[Segment 9]
Title: Context 3
The Mariana Trench reaches a depth of about 36,000 feet below sea level.","1002,1003,1008,1009",,Jane Goodall,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0006,4,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,3,"[Segment 10]
Title: Context 5
The periodic table organizes chemical elements by their atomic number.

[Segment 11]
Title: Context 7
The circulatory system transports blood, nutrients, and gases throughout the body.","1005,1007",,Jane Goodall,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0006,8,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,0,"[Segment 1]
Title: Context 6
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.",1006,,Jane Goodall,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0006,8,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,1,"[Segment 2]
Title: Context 0
Mount Everest is the tallest mountain above sea level at 8,849 meters.",1000,,Jane Goodall,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0006,8,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,2,"[Segment 3]
Title: Context 1
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 4]
Title: Context 4
The human body contains approximately 206 bones in the adult skeleton.","1001,1004",,Jane Goodall,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0006,8,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,3,"[Segment 5]
Title: Jane Goodall - Supporting
Jane Goodall was a renowned primatologist.

Historical records confirm that Jane Goodall studied chimpanzee behavior.",0,0,Jane Goodall,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0006,8,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,4,This contribution significantly advanced the field.,0,0,Jane Goodall,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0006,8,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,5,"[Segment 6]
Title: Context 9
The Eiffel Tower is located in Paris, France, and was built in 1889.

[Segment 7]
Title: Context 8
The Pacific Ocean is the largest and deepest ocean on Earth.","1008,1009",,Jane Goodall,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0006,8,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,6,"[Segment 8]
Title: Context 2
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.

[Segment 9]
Title: Context 3
The Mariana Trench reaches a depth of about 36,000 feet below sea level.","1002,1003",,Jane Goodall,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0006,8,Who studied the behavior of great apes in the wild?,Jane Goodall,Jane Goodall,7,"[Segment 10]
Title: Context 5
The periodic table organizes chemical elements by their atomic number.

[Segment 11]
Title: Context 7
The circulatory system transports blood, nutrients, and gases throughout the body.","1005,1007",,Jane Goodall,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0007,2,What theoretical objects did the physicist in a wheelchair study?,black holes,black holes,0,"[Segment 1]
Title: Context 0
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 2]
Title: Context 3
The Amazon River is the largest river by discharge volume of water in the world.

[Segment 3]
Title: Context 1
The Pacific Ocean is the largest and deepest ocean on Earth.

[Segment 4]
Title: Stephen Hawking - Supporting
Stephen Hawking was a renowned physicist.","0,1000,1001,1003",0,black holes,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0007,2,What theoretical objects did the physicist in a wheelchair study?,black holes,black holes,1,"Historical records confirm that Stephen Hawking theorized about black holes.

This contribution significantly advanced the field.

[Segment 5]
Title: Context 2
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.","0,1002",0,black holes,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0007,4,What theoretical objects did the physicist in a wheelchair study?,black holes,black holes,0,"[Segment 1]
Title: Context 0
The speed of light in a vacuum is approximately 299,792 kilometers per second.

[Segment 2]
Title: Context 3
The Amazon River is the largest river by discharge volume of water in the world.","1000,1003",,black holes,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0007,4,What theoretical objects did the physicist in a wheelchair study?,black holes,black holes,1,"[Segment 3]
Title: Context 1
The Pacific Ocean is the largest and deepest ocean on Earth.

[Segment 4]
Title: Stephen Hawking - Supporting
Stephen Hawking was a renowned physicist.","0,1001",0,black holes,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0007,4,What theoretical objects did the physicist in a wheelchair study?,black holes,black holes,2,Historical records confirm that Stephen Hawking theorized about black holes.,0,0,black holes,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0007,4,What theoretical objects did the physicist in a wheelchair study?,black holes,black holes,3,"This contribution significantly advanced the field.

[Segment 5]
Title: Context 2
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.","0,1002",0,black holes,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0007,8,What theoretical objects did the physicist in a wheelchair study?,black holes,black holes,0,"[Segment 1]
Title: Context 0
The speed of light in a vacuum is approximately 299,792 kilometers per second.",1000,,black holes,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0007,8,What theoretical objects did the physicist in a wheelchair study?,black holes,black holes,1,"[Segment 2]
Title: Context 3
The Amazon River is the largest river by discharge volume of water in the world.",1003,,black holes,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0007,8,What theoretical objects did the physicist in a wheelchair study?,black holes,black holes,2,"[Segment 3]
Title: Context 1
The Pacific Ocean is the largest and deepest ocean on Earth.",1001,,black holes,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0007,8,What theoretical objects did the physicist in a wheelchair study?,black holes,black holes,3,"[Segment 4]
Title: Stephen Hawking - Supporting
Stephen Hawking was a renowned physicist.",0,0,black holes,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0007,8,What theoretical objects did the physicist in a wheelchair study?,black holes,black holes,4,Historical records confirm that Stephen Hawking theorized about black holes.,0,0,black holes,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0007,8,What theoretical objects did the physicist in a wheelchair study?,black holes,black holes,5,This contribution significantly advanced the field.,0,0,black holes,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0007,8,What theoretical objects did the physicist in a wheelchair study?,black holes,black holes,6,"[Segment 5]
Title: Context 2
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.",1002,,black holes,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0008,2,What genetic phenomenon did Barbara McClintock discover?,genetic transposition,genetic transposition,0,"[Segment 1]
Title: Context 3
The periodic table organizes chemical elements by their atomic number.

[Segment 2]
Title: Context 0
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.

[Segment 3]
Title: Barbara McClintock - Supporting
Barbara McClintock was a renowned geneticist.

Historical records confirm that Barbara McClintock discovered genetic transposition.","0,1000,1003",0,genetic transposition,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0008,2,What genetic phenomenon did Barbara McClintock discover?,genetic transposition,genetic transposition,1,"This contribution significantly advanced the field.

[Segment 4]
Title: Context 1
Jupiter is the largest planet in our solar system with a mass of 1.898e27 kg.

[Segment 5]
Title: Context 2
Tectonic plates float on the semi-fluid asthenosphere beneath the lithosphere.","0,1001,1002",0,genetic transposition,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0008,4,What genetic phenomenon did Barbara McClintock discover?,genetic transposition,genetic transposition,0,"[Segment 1]
Title: Context 3
The periodic table organizes chemical elements by their atomic number.

[Segment 2]
Title: Context 0
Global average temperatures have risen by about 1.1 degrees Celsius since 1850.","1000,1003",,genetic transposition,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0008,4,What genetic phenomenon did Barbara McClintock discover?,genetic transposition,genetic transposition,1,"[Segment 3]
Title: Barbara McClintock - Supporting
Barbara McClintock was a renowned geneticist.

Historical records confirm that Barbara McClintock discovered genetic transposition.",0,0,genetic transposition,0,qa_exact_normalized,1.0
hotpotqa,hotpot-synth-0008,4,What genetic phenomenon did Barbara McClintock discover?,genetic transposition,genetic transposition,2,This contribution significantly advanced the field.,0,0,genetic transposition,0,qa_exact_normalized,1.0
